Position_X,Position_Y,Position_Z,handle_start_x,handle_start_y,handle_start_z,handle_end_x,handle_end_y,handle_end_z,corner_edge_idx,e0,e1,e2,e3,src_face_index,patch_uv_X,patch_uv_Y,patch_uv_Z,UVMap_X,UVMap_Y,.uv_select_vert,.uv_select_edge,edge_is_forward,.select_vert,.select_edge,.select_poly,.uv_select_face,d0,d1,d2,d3
-1.053877353668213,0.10661673545837402,1.6012682914733887,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.8794352412223816,0.6993658542633057,1.3006341457366943,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.0,-1.0,1.0,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.3006341457366943,-0.2810588479042053,1.3006341457366943,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.3006341457366943,0.2810588479042053,1.3006341457366943,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.0,1.0,1.0,0.0,0.0,0.45095106959342957,-7.450580596923828e-09,0.0,0.45095106959342957,8,10,9,6,7,0,0.5,0.5,0.0,0.75,0.625,False,False,True,True,True,True,False,True,True,True,True
7.234235763549805,1.7057065963745117,1.7057065963745117,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
4.162940502166748,0.5031704902648926,0.5031704902648926,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
2.1894114017486572,-0.39873218536376953,-0.3987322449684143,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
1.0,-1.0,-1.0,0.0,-0.22547553479671478,-0.22547553479671478,3.725290298461914e-09,-0.22547553479671478,-0.22547553479671478,5,3,9,6,4,2,0.5,0.5,0.0,0.375,0.75,False,False,True,True,True,True,False,True,True,True,True
7.534869194030762,1.4050724506378174,0.6905429363250732,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
4.463574409484863,0.20253634452819824,-0.007224917411804199,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
2.4900455474853516,-0.6993663311004639,-0.5305513143539429,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,-1.3006341457366943,-0.8794350028038025,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
7.534869194030762,1.4050724506378174,-0.6905430555343628,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
4.463574409484863,0.20253634452819824,0.007224977016448975,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
2.4900455474853516,-0.6993660926818848,0.5305511355400085,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,-1.3006341457366943,0.8794352412223816,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
7.234235763549805,1.7057065963745117,-1.7057065963745117,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
4.162940502166748,0.5031704902648926,-0.5031704902648926,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
2.1894114017486572,-0.39873194694519043,0.39873188734054565,0.0,-0.45095106959342957,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,5,4,6,3,8,1,0.5,0.5,0.0,0.5,0.875,False,False,True,True,True,True,False,True,True,True,True
1.7057065963745117,1.7057065963745117,-7.234235763549805,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
1.4050724506378174,1.28891921043396,-7.534869194030762,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
1.4050724506378174,-1.288919448852539,-7.534869194030762,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
1.7057065963745117,-1.7057065963745117,-7.234235763549805,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
0.5031704902648926,0.5031704902648926,-4.162940502166748,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
0.20253634452819824,0.591151237487793,-4.463574409484863,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
0.20253634452819824,-0.5911514163017273,-4.463574409484863,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
0.5031704902648926,-0.5031704902648926,-4.162940502166748,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
-0.39873194694519043,-0.39873194694519043,-2.1894114017486572,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
-0.6993660926818848,0.06782519817352295,-2.4900455474853516,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
-0.6993663311004639,-0.06782495975494385,-2.4900455474853516,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
-0.39873218536376953,0.39873218536376953,-2.1894114017486572,-0.45095106959342957,0.0,7.450580596923828e-09,-0.45095106959342957,0.0,0.0,4,3,9,5,0,2,0.5,0.5,0.0,0.5,0.125,False,False,True,True,True,True,False,True,True,True,True
-1.0,-1.0,-1.0,-0.22547553479671478,0.0,-0.22547553479671478,-0.22547553479671478,0.0,-0.22547553479671478,5,2,10,7,0,3,0.5,0.5,0.0,0.375,0.375,False,False,True,True,True,True,False,True,True,True,True
-1.3006341457366943,-0.2810588479042053,-1.3006341457366943,-0.22547553479671478,0.0,-0.22547553479671478,-0.22547553479671478,0.0,-0.22547553479671478,5,2,10,7,0,3,0.5,0.5,0.0,0.375,0.375,False,False,True,True,True,True,False,True,True,True,True
-1.3006341457366943,0.2810588479042053,-1.3006341457366943,-0.22547553479671478,0.0,-0.22547553479671478,-0.22547553479671478,0.0,-0.22547553479671478,5,2,10,7,0,3,0.5,0.5,0.0,0.375,0.375,False,False,True,True,True,True,False,True,True,True,True
-1.0,1.0,-1.0,-0.22547553479671478,0.0,-0.22547553479671478,-0.22547553479671478,0.0,-0.22547553479671478,5,2,10,7,0,3,0.5,0.5,0.0,0.375,0.375,False,False,True,True,True,True,False,True,True,True,True
-0.8794350028038025,-0.6993658542633057,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.0538771152496338,-0.1066167950630188,-1.6012682914733887,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.0538771152496338,0.10661673545837402,-1.6012682914733887,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.8794350028038025,0.6993658542633057,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
0.8794352412223816,-0.6993658542633057,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
1.053877353668213,-0.1066167950630188,-1.6012682914733887,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
1.053877353668213,0.10661673545837402,-1.6012682914733887,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
0.8794352412223816,0.6993658542633057,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,-0.2810588479042053,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,0.2810588479042053,-1.3006341457366943,0.0,0.0,-0.45095106959342957,7.450580596923828e-09,0.0,-0.45095106959342957,5,1,11,8,0,3,0.5,0.5,0.0,0.25,0.625,False,False,True,True,True,True,False,True,True,True,True
1.0,1.0,-1.0,0.0,0.22547553479671478,-0.4509510397911072,3.725290298461914e-09,0.22547553479671478,-4.470348358154297e-08,5,3,11,5,1,4,0.5,0.5,0.0,0.375,0.5,False,False,True,True,True,True,False,True,True,True,True
0.39873218536376953,0.39873218536376953,-0.18941140174865723,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
0.6993663311004639,-0.06782490015029907,0.6104817390441895,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
0.6993663311004639,0.06782501935958862,1.9907866716384888,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
0.39873218536376953,-0.39873218536376953,2.1894114017486572,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.5031704902648926,-0.5031704902648926,-2.162940502166748,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.20253634452819824,-0.591151237487793,-0.5346524715423584,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.20253634452819824,0.5911514163017273,3.135921001434326,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-0.5031704902648926,0.5031704902648926,4.162940502166748,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.7057065963745117,-1.7057065963745117,-5.2342352867126465,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.4050724506378174,-1.28891921043396,-2.3167622089385986,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.4050724506378174,1.288919448852539,4.918030738830566,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
-1.7057065963745117,1.7057065963745117,7.234235763549805,0.45095106959342957,0.0,-0.4509509801864624,0.45095106959342957,0.0,0.4509509801864624,6,2,7,4,11,4,0.5,0.5,0.0,0.5,0.625,False,False,True,True,True,True,False,True,True,True,True
2.1894114017486572,0.39873218536376953,-0.39873218536376953,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
4.162940502166748,-0.5031704902648926,0.5031704902648926,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
7.234235763549805,-1.7057065963745117,1.7057065963745117,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,1.3006341457366943,-0.2810588479042053,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
2.4900455474853516,0.6993663311004639,0.06782495975494385,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
4.463574409484863,-0.20253634452819824,0.591151237487793,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
7.534869194030762,-1.4050724506378174,1.28891921043396,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
1.3006341457366943,1.3006341457366943,0.2810588479042053,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
2.4900455474853516,0.6993663311004639,-0.06782495975494385,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
4.463574409484863,-0.20253634452819824,-0.5911514163017273,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
7.534869194030762,-1.4050724506378174,-1.288919448852539,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
2.1894114017486572,0.39873218536376953,0.39873218536376953,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
4.162940502166748,-0.5031704902648926,-0.5031704902648926,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
7.234235763549805,-1.7057065963745117,-1.7057065963745117,0.0,0.45095106959342957,-0.4509509801864624,0.0,0.45095106959342957,0.4509509801864624,5,5,10,2,1,5,0.5,0.5,0.0,0.5,0.375,False,False,True,True,True,True,False,True,True,True,True
